id,username,createdAt,seenAt,url,perfs.bullet.games,perfs.bullet.rating,perfs.bullet.rd,perfs.bullet.prog,perfs.blitz.games,perfs.blitz.rating,perfs.blitz.rd,perfs.blitz.prog,perfs.blitz.prov,perfs.rapid.games,perfs.rapid.rating,perfs.rapid.rd,perfs.rapid.prog,perfs.rapid.prov,perfs.classical.games,perfs.classical.rating,perfs.classical.rd,perfs.classical.prog,perfs.classical.prov,perfs.correspondence.games,perfs.correspondence.rating,perfs.correspondence.rd,perfs.correspondence.prog,perfs.correspondence.prov,perfs.chess960.games,perfs.chess960.rating,perfs.chess960.rd,perfs.chess960.prog,perfs.chess960.prov,perfs.threeCheck.games,perfs.threeCheck.rating,perfs.threeCheck.rd,perfs.threeCheck.prog,perfs.threeCheck.prov,perfs.antichess.games,perfs.antichess.rating,perfs.antichess.rd,perfs.antichess.prog,perfs.antichess.prov,perfs.atomic.games,perfs.atomic.rating,perfs.atomic.rd,perfs.atomic.prog,perfs.atomic.prov,perfs.horde.games,perfs.horde.rating,perfs.horde.rd,perfs.horde.prog,perfs.horde.prov,perfs.racingKings.games,perfs.racingKings.rating,perfs.racingKings.rd,perfs.racingKings.prog,perfs.racingKings.prov,perfs.crazyhouse.games,perfs.crazyhouse.rating,perfs.crazyhouse.rd,perfs.crazyhouse.prog,playTime.total,playTime.tv,count.all,count.rated,count.draw,count.loss,count.win,count.bookmark,count.playing,count.import,count.me
julio_amigo_dos,julio_amigo_dos,1751909177936,1763312793778,https://lichess.org/@/julio_amigo_dos,724,1907,45,25,6,1380,147,0,True,0,1500,500,0,True,0,1500,500,0,True,0,1500,500,0,True,1,1237,293,0,True,2,1395,359,0,True,2,1220,259,0,True,10,1192,115,0,True,6,1601,167,0,True,1,1434,404,0,True,31,1633,79,-49,90542,0,792,783,30,395,367,0,0,0,0
